Sentence	Label
Austria also finished fourth in the C-2 10000 m event at the 1936 Summer Olympics in Berlin.	2
With USA taking its third straight title since the event's Olympic debut in 1996, China made a surprise packet with a silver medal, in an Asian record of 7:55.97.	2
After beating Canada in the semifinals, they had a rematch against Spain, for the championship.	2
The chamber of deputies votes to break relations with Nazi Germany, the chamber of senators does not discuss the project.	2
In this post, he is effectively the de facto representative of Finland in Taiwan.	2
Six countries abstained: Algeria, Brazil, China, Pakistan, the Philippines and Russia.	2
Uganda was the first to recognize sign language in its constitution, in 1995.	2
People executed by Yemen or Yemeni authorities.	2
Lebanon has requested that Israel withdraw from the disputed Shebaa Farms and the hills of Kfar-Shouba and return the Lebanese detainees in Israel as a condition for fully implementing Resolution 1559 which includes disbanding of the military wing of Hezbollah.	2
So, Russia, Switzerland, Portugal, Italy, Spain, Romania, Poland and France get ready to battle for one of the most prestigious contests in the season, the one precisely lifted by Likhachev’s side in the last edition, held in Rome.	2
In 2013, Andorra had the highest life expectancy in the world at 81 years, according to The Lancet.	2
He chaired a commission that produced, in 1851, a draft civil code for Spain, most of it written by García Goyena.	2
He has also asked international observers to study Turkey's bombing raids against IS militants.	2
The creation of the Kingdom created a partition of Polish lands in which the state was divided among Russia, Austria and Prussia.	2
Had Turkey finished sixth or higher, the seventh-placed team would also have qualified.	2
Russia's attempts to create a large Bulgaria in the Treaty of San Stefano led to the British withdrawal from the Protocol and threatened military intervention, quieted only by the Congress of Berlin..	2
Western Samoa became independent from New Zealand.	2
Graham Norton is a Gaelic footballer who plays for Dublin and St Brigids.	2
India were knocked-out as they lost 10–1.	2
He captained the side in his final year at university and represented the British Universities against Bangladesh and later Sri Lanka.	2
Sections of the expressway in Hong Kong and Macau are observed only by the People's Republic of China.	2
The West Indies made their way into the final after defeating South Africa in the second semi-final played at Sawai Mansingh Stadium, Jaipur on 2 November 2006.	2
He scored once, against Wales, but missed the final tournament, which Germany won, due to injury.	2
Three were also sold to China.	2
The Iraq women's national football team is the female representative football team for Iraq.	2
Abdul Hakim Asher (born October 12, 1977) is one of the most influential spokespersons of the Islamic Republic of Afghanistan.	2
Cuba was excluded at the request of the United States.	2
Turkey is automatic qualifier as the host country.	2
The London Protocol was signed on 21 March 1877 between Russia and the United Kingdom.	2
Beginning in 1952, Japan classified these as Class 1 or Class 2.	2
Over the centuries, Turkey has had many constitutions and can be characterized by the steady establishment of a nation-state, democratization and recognition of international law.	2
Tired by the commuting between France and Hungary and frustrated by the lack of selections, she decided to fence for France from January 2003.	2
He made his international debut for Bahamas in a March 2000 FIFA World Cup qualification match against Anguilla and had earned a total of 14 caps, scoring no goals.	2
Operation Tinderbox was a series of 14 nuclear tests conducted by the United States in 1979-1980 at the Nevada Test Site.	2
After the war, it was still operated by Poland, Norway, Ukraine.	2
In 1940 Northern Transylvania reverted to Hungary as a result of the Second Vienna Award, but it was reclaimed by Romania after the end of World War II.	2
From then on, and no longer protected by the god Horus, Egypt was at the mercy of Set and his servant Aker.	2
Independence from France was formally declared on July 3, 1962.	2
South Korea participated as Korea in the ninth Winter Paralympics in Turin, Italy.	2
I base this solely on Israel's resolve and objective, not on how difficult it is to achieve such objective).	2
By 1992 wild tigers were no longer being seen in China then by 1993 China passed a ban on the trading of tigers and their parts.	2
However, when the Pacific War ended in August 1945, III Amphibious Corps instead went to North China to accept the surrender of Japan, and from October 1945 to February 1946, Draeger was stationed with a signal unit in Tianjin, China.	2
The Dutch–Indonesian Round Table Conference was held in The Hague from 23 August to 2 November 1949, between representatives of the Netherlands, the Republic of Indonesia and the BFO (Federal Consultative Assembly) representing various states the Dutch had created in the Indonesian archipelago.	2
The embassy is charged with diplomacy and Albania – United States relations.	2
The Fiji–France Maritime Delimitation Agreement is a 1983 treaty between France and Fiji which establishes the maritime boundary between Fiji and the French special collectivity of New Caledonia and the boundary between Fiji and the French overseas collectivity of Wallis and Futuna.	2
Some believe that Belarus planted the device, rigged a show trial and tortured confessions out of the two suspects.	2
Israel has its own Afganistan which is Syria, and its own Iraq, which is Iran.	2
Germany opens the section from Bad Nauheim to Rockenberg.	2
But there is an Oakland City University within a few miles of Jordan's hometown of Lynnville, IN, in Oakland City, IN.	2
As World War I broke out and Italy declared its neutrality, Balbo supported joining the war on the side of the Allies.	2
The Nagorno-Karabakh Autonomous Oblast voted to secede from Azerbaijan and join Armenia, triggering the Nagorno-Karabakh War.	2
China and Romania have a history of several decades of economic and cultural exchanges as part of the Communist bloc.	2
In 1823, the empire dissolved and Nicaragua, along with Guatemala, El Salvador, Honduras and Costa Rica joined the United Provinces of Central America.	2
The Tegenpartij was the party for all Dutchmen who can no longer stand the Netherlands.	2
The Barbados–France Maritime Delimitation Agreement is a 2009 treaty between Barbados and France which delimits the maritime boundary between Barbados and the French Overseas departments of Guadeloupe and Martinique.	2
On 20 May South Vietnam lost their opening game 4-0 to Japan and four days later they lost 1-0 to Hong Kong and were eliminated.	2
On a brief non-Test tour of Australia in 1969-70 he hit his highest first-class score (and first century) of 137 not out against Victoria in Melbourne, out of a New Zealand total of 220, having come to the crease at 22 for 4.	2
The main aim of Operation Mo was to isolate Australia so it was unable to act as a threat to Japanese territory.	2
The seven Korea- Japan joint productions both received a limited theater release and were broadcast on television.	2
With USA taking its third straight title since the event's Olympic debut in 1996, China made a surprise packet with a silver medal, in an Asian record of 7:55.97.	2
Until 1962, Algeria had been under the dominion of France.	2
The Battle of Battle Mountain was an engagement between United Nations and North Korea early in the Korean War from August 15 to September 19, 1950, on and around the Sobuk-san mountain area in South Korea.	2
The match was part of a tournament in Austria, comprising Japan and Austria as well as Chile and Switzerland.	2
He made his Twenty20 debut for Free State against Zimbabwe in the 2016 Africa T20 Cup on 9 September 2016.	2
Bush's response to the 9/11 terrorist attacks, his actions as commander and chief in initiating and directing the Afghanistan and Iraq conflicts, and his economic policies have been debated heatedly by partisans, analysts, and academics.	2
The Ottoman Empire (modern-day Turkey) ruled over Lebanon and Syria from its conquest in the sixteenth century, year 1516, until the end of World War I in 1918.	2
As a result, the area (in and around the three tributaries that fed into the head of the Connecticut River) was not definitively under the jurisdiction of either the United States or Lower Canada (which the.	2
He studied at Munich, from 1855 to 1859 was a member of the staff of the Allgemeine Zeitung of Augsburg, and from 1859 to 1864 editor of the liberal Isar-Zeitung.	2
Pawo fled Tibet during the uprising against China rule in 1959, travelling to Bhutan and then on the Kalimpong in India.	2
India has generated local employment though the building of a drainage system for the hamlet.	2
"For purposes of drawing the border, the treaty assumes that France has sovereignty over Matthew and Hunter Islands, but since Vanuatu also claims sovereignty over the islands, the treaty states that the treaty is ""without prejudice to the sovereign rights of any neighbouring State""."	2
Later, in the early 2000s, as Romania began to suffer labour shortages due to out-migration of its people to western Europe, they imported migrant workers from China as a result.	2
Iran participated in the 1990 Asian Games held in the capital city of Beijing.	2
Ebbinghaus played for West Germany in the Federation Cup in 1970 and from 1972 to 1975 and from 1977 to 1979, playing in the semi-finals of the World Group in 1973 and 1974.	2
"Belarus asserted that the explosion was aimed at undermining ""peace and stability"" and hinted at possible foreign involvement but also ordered an emergency investigation of domestic weapon storage facilities."	2
After serving in the House of Representatives from 1976 to 1979, representing his native Cabo Rojo, Puerto Rico, Fas Alzamora was elected to the Senate of Puerto Rico in 1980, representing the District of Mayagüez.	2
The uprising reflected a change in attitude towards France.	2
China experiences periodic outbreaks of northern armyworm infestation.	2
The Netherlands entry for the Eurovision Song Contest 2010 will be organised by TROS.	2
The United States and Algeria reestablished diplomatic relations, and their respective embassies in Algiers and Washington reopened on November 12, 1974.	2
News of the battle provoked euphoria in Britain, and led William Pitt to take a much tougher line in the ongoing peace negotiations with France.	2
Germany were placed in Zone A of the AFC and OFC qualification in Seoul, South Korea.	2
In 1838, the union dissolved and Nicaragua became an independent nation.	2
Before Hong Kong's handover to Beijing in 1997, he had produced and presented many programmes.	2
Following the June 25, 1950, outbreak of the Korean War as a result of the invasion of the Republic of Korea (South Korea) by its northern neighbor, the Democratic People's Republic of Korea, the United Nations committed troops to the conflict in support of South Korea.	2
She is the author of several books on Russia's foreign policy.	2
PL-4 is based on the American AIM-7D Sparrow IIIa AAM North Vietnam provided to China, after obtaining samples from downed American fighters during Vietnam War.	2
He was CEO of the MMO Games publisher Frogster Interactive Pictures AG (now Gameforge Berlin AG), listed at Frankfurt from 2006 until its takeover in 2010.	2
Bangladesh has plan to acquire eight vessels of this class.	2
The United States had the most success in the event, gathering eleven medals over the six editions.	2
By the early 20th century, two non-European states, Japan and the United States of America, would come to be respected as fellow Great Powers.	2
Charles de Gaulle despised him and France refused to assist him.	2
Bosnia and Herzegovina declared independence from Yugoslavia in March 1992.	2
Germany's occupation of Norway from 1940 to 1945, he was a coordinator of the cooperation with the Norwegian government-in-exile and the Norwegian resistance movement.	2
Like most developing countries in Africa, Ghana has relied mainly on cocoa, minerals, and timber as the main exports of its economy.	2
The competition was won by Israel, who was represented by its U-20 team.	2
January 31 – The United States deactivates its Ground Observer Corps.	2
It was commissioned in about 1562, by Francesco de' Medici for a fountain in Florence, but was later sent as a gift to Spain.	2
The Embassy of Belarus in London is the diplomatic mission of Belarus in the United Kingdom.	2
China felt the ban would be short lived due to the nation's demand for tiger parts.	2
Did they go but face other teams and do other events, or find that Israel was going to be there and turned away?	2
Krüger represents Sweden in international play, helping his country capture a bronze medal at the junior level and a silver medal in senior international play.	2
Alyssa Jean Anderson (born September 30, 1990) is an American competition swimmer and Olympic gold medalist who represented the United States as the 2012 Summer Olympics.	2
Similar real-live analogy is, had Axis won WW2, we will now live knowing US and their allies as evil being with Jews as an infection of the world that need to be removed (Thank God Alliance won).	2
The Danes attack Estonia.	2
Beretić represented Serbia and Montenegro at the 2004 Summer Olympics.	2
"This source does not verify that ""Saudi Arabia donated over US$3.3 million, more than any other country""."	2
He is most famous for playing for the Hungarian national team at the 1986 FIFA World Cup in Mexico, where Hungary failed to progress from the group stage.	2
They qualified for the 2011 Youth World Cup in Columbia by beating the Solomon Islands 3–0, New Caledonia 10–0, Fiji 6–0 and won the Final 3–1 over the Solomon Islands.	2
Mexico–Nicaragua relations refers to the diplomatic relations between Mexico and Nicaragua.	2
At the same time, Stanisław secretly talks with the Teutonic Knights for a ceasefire, which finally took place in December 1520, a few months before a peace treaty ended for good the war between Poland and the Teutonic Order.	2
A former high voltage line help to place the power plant there, because since the 1970s Ukraine was a large electricity supplier of Hungary through the Albertirsa-Zahidnoukrainska 750 kV transmission line.	2
Before Spain he represented his native Cuba, competing at the 1991 World Championships where he reached the semifinals.	2
Groups interested in freeing Mozambique from Portuguese colonial rule and making it an independent nation emerged in the early 1900s, shortly after Portugal had defeated the last of the native chieftaincies and established effective control over the territory.	2
In September 2008, perhaps in response to Nicaragua's support over the breakaway Georgian territories, Russia offered to strengthen ties with Nicaragua and to provide aid to Nicaragua to help rebuild areas damaged by hurricanes.	2
The Royal Charter of 27 March 1668 was an agreement between the Kingdom of England and the English East India Company.	2
March 25: Treaty of Vienna, between Great Britain, Austria, Russia, and Prussia, confirming the principles on which they had acted by the Treaty of Chaumont, March 1, 1814.	2
Nevertheless, the withdrawal of US made it possible for North Vietnamese forces to quickly regain control of the valley.	2
He also featured in the Zambian team that hosted Kenya, Uganda and Ghana during Zambia's independence celebrations in October of the same year.	2
Participating nations were: titleholders Australia, Great Britain, Netherlands, Pakistan, Soviet Union and Germany.	2
The next year, Pereira was the captain of New Zealand who won the OFC U-20s, and was given the Golden Ball as the best player of the tournament.	2
Australia and California are now the two leading producers.	2
Nine countries voted in favor: Angola, Benin, Chile, France, Germany, Romania, Spain, the United Kingdom, and the United States.	2
His only for the under-21 side arrived on 17 November 1998, in a 0–0 friendly draw against Italy in Benevento.	2
"As Australia rose to dominance in the 1990s Matthews proved to be ""not good enough in either of the game's main departments to make a lasting impact as a Test all-rounder"" and despite a century against England in 1990-91 he played only irregularly and was finally dropped in 1993."	2
The second USS Charleston (C-2) was a United States Navy protected cruiser — the fourth US protected cruiser to be built.	2
Spain was one of the 15 core teams participating in all nine tournaments during the 2012–13 IRB Sevens World Series.	2
In 1975 Suriname gained full independence from the Netherlands.	2
Chelsea fans did not list any of the trio from West London, instead selecting Arsenal, Tottenham Hotspur and Manchester United.	2
After the fall of France to Germany, Girardeau created a factory for underground forces of free France.	2
She also participated for Japan at the 1996 Summer Olympics.	2
It therefore found itself at the heart of Russia's strategy for further development of the entire Ural region.	2
Armando began his soccer career early, playing for the local team, Bombarralense, in Portugal as a youth.	2
The last name Uslar is of German origin and can be traced back to Johann von Uslar, who fought for the rebel cause during Venezuela’s independence wars.	2
Benfica qualified for the SuperCup by winning the 1990–91 Primeira Divisão, whilst Porto qualified for the Supertaça by winning the 1990–91 Taça de Portugal.	2
This small University was in Jordan's day called Oakland City College as well.	2
With Andrei Dîrzu, he took part in Romania's doubles rubber against West Germany in their World Group Relegation Play-off.	2
"In 2008 Jason Shoultz explored overseas grain trade with China and Taiwan in a special entitled ""Journey of the Corn."""	2
In June 2012 the British Foreign Secretary announced that the UK will open a new embassy in Haiti.	2
This challenges the claim by London.	2
In August 2005, Gómez received a call-up to the Venezuela squad from coach Richard Paez, making his debut on 17 August in a 3–1 friendly match defeat against Ecuador, and scoring his first goal on 1 March 2006 during another.	2
Like all of the other expansion teams, they finished in the bottom half of the table, tied with Mexico.	2
It is a competition for domestic-league football players from the eight UEMOA member countries: Mali, Côte d'Ivoire, Burkina Faso, Niger, Togo, Benin, Senegal and Guinea-Bissau.	2
South China won the championship.	2
In 1918 the U.S. acquired her from her owner, the Thames Towboat Company of New London, Connecticut, for use during World War I, assigned her the naval registry identification number 3507, and placed her in service as USS Captain Dud (ID-3507).	2
India's Rail Budget is the Annual Financial Statement of the state-owned Indian Railways, which handles rail transport in India.	2
After making his Spain debut on 7 September 1994, in an UEFA Euro 1996 qualifier against Cyprus (90 minutes, 2–1 away win), Amavisca appeared in the tournament's final stages, playing four matches.	2
Dallas spent many years in the service of the Honourable East India Company.	2
The arrival of the convicts was a surprise to many of the Swan River Colony settlers, as Western Australia had petitioned for convicts but had not yet received a reply when Scindian arrived.	2
It was this treaty that led to the emirates being called the Trucial States before independence in 1971 saw the foundation of the United Arab Emirates.	2
For France, this validated the claim that it was impossible to operate tight ensnaring operations in Vietnam's jungle, due to the slow movement of their troops, and a foreknowledge by the enemy, which was difficult to prevent.	2
From that place he sought help from Portugal to restore him to the throne and expel the Jagas.	2
During the period, the Meeting Point remained its warm relationship with Beijing.	2
He was capped 18 times by England and gaining two Football League championship medals with Manchester United before he died in February 1958, aged 21, from injuries sustained in the Munich air disaster.	2
The United States, a member of the UN, subsequently dispatched ground forces to the Korean peninsula with the goal of pushing back the North Korean invasion and preventing South Korea from collapsing.	2
"The next day before school, Luke and Jordan watch a recorded message of Ketterley and Calvin discussing the Cooperative's plot to wipe out the world outside of Phoenix in 100 days' time with an unknown called ""Tabitha""."	2
In 1984, the Royal Canadian Mounted Police investigated allegations that Macdonald had given confidential Canadian trade documents to Iraq.	2
But after it was purchased by New Zealand, the center was subsequently renamed.	2
In 1929, he was invited to a trial with the full England side and was included in the Football Association XI for a tour of South Africa and Rhodesia the same year.	2
"Iran's nuclear program began in 1959 with a small reactor given by the United States to Tehran University as part of the ""Atoms for Peace"" program announced by President Dwight D. Eisenhower in December 1953."	2
Nicaragua–Russia relations are the relationships between the two countries, Russia and Nicaragua.	2
Australia continued their successful mid-1990s run by winning the bronze medal at the 1998 World Aquatics Championships in Perth, and remarkably over the rest of 1998 and 1999 were unbeatable, winning the four international tournaments they contested in the Netherlands, Italy, the United States and Hungary.	2
In September 2008, perhaps in response to Nicaragua's support over the breakaway Georgian territories, Russia offered to strengthen ties with Nicaragua and to provide aid to Nicaragua to help rebuild areas damaged by hurricanes.	2
Heraclius mobilises a Byzantine expeditionary force to Antioch (Syria), but is completely defeated outside the city by Persia.	2
Nepal now intends to solve the issue via diplomatic means with China and India.	2
A respected journalist, he was a proponent of the separation of religion and state, and an advocate of dialogue and conciliation with Greece, as well as of human rights for various minorities in Turkey.	2
He was switched from his original position of centre to the right wing by Wales coach Clive Rowlands on their 1969 tour of Australia and New Zealand, and thereafter played in that position.	2
Israel has its own Afganistan which is Syria, and its own Iraq, which is Iran.	2
Alon Ben-Meir (born 1937) is an American expert on Middle East politics and affairs, specializing in peace negotiations between Israel and the Arab states.	2
Prior to his Twenty20 debut, he was part of South Africa's squad for the 2016 Under-19 Cricket World Cup.	2
Following the June 25, 1950, outbreak of the Korean War as a result of the invasion of the Republic of Korea (South Korea) by its northern neighbor, the Democratic People's Republic of Korea, the United Nations committed troops to the conflict in support of South Korea.	2
The resolution was sponsored by France and the United States.	2
In 1981, the area of Golan was unilaterally annexed by Israel, abolishing military occupation system and imposing Israeli civil rule on the area.	2
January 28 – An act of the U.S. designates the United States Coast Guard, begun in 1790, as a military branch over 19 years.	2
While working on the album she enlisted the help of producer Bangladesh so that she could give her music a more distinct edge.	2
The ship's hijacking and subsequent events remain mysterious as no credible explanation exists of its disappearance and Russia's conduct during and after capturing the ship.	2
At the same games in Athens, Greece, Târlea helped Romania to sixth place in the 4 × 400 m relay.	2
In July 1941, after the Nazi Germany attacked the Soviet Union, Buczacz was taken over by the Germany.	2
Despite ideological sympathy, Franco did not bring Spain into the war as a belligerent and stationed field armies in the Pyrenees to dissuade a German occupation of the Iberian Peninsula.	2
In 2005-06, St. Jakob-Park attracted an average attendance of 23,500, making Basel the most highly supported football club in Switzerland.	2
"The song was also produced by Bangladesh, Dr. Luke and Benny Blanco with engineering done by Emily Wright, Sam Holland, Chris ""TEK"" O'Ryan and Chris Holmes."	2
This was not only a reaction to the Contra resistance movement but a full-fledged alliance with Soviet Union, which provided free credit, economic subsidies and heavy weapon grants.	2
After the creation of Pakistan on 14 August 1947, the Frontier Force Regiment was allocated to Pakistan and Bakhtiar Rana joined the newly established Pakistan Army and helped in its formation.	2
"In September 2016 he criticised Wales' proposals that would partition the present Montgomeryshire UK Parliament constituency between three neighbouring seats, claiming it would ""create a bureaucratic nightmare"" of three MPs representing the existing shire county area."	2
"They described Medvedev as the ""brain"" of the ""KGB corporation"" that rules Russia."	2
They were both passed by Germany, and Häggblad beat Hagen at the finish line for the bronze medal.	2
Most of the Masovian inheritance (except Czersk, who was already given to Konrad III as hereditary fief in 1495) was seriously threatened by the Kingdom of Poland at the time of Konrad III's death, and wasn't secured in his sons' hands until 14 March 1504, when by a ruling of King Alexander, the young princes received their whole patrimony as a fief.	2
She became the co-host of Qantas' in-flight entertainment programs in 2010 and was named the first Australian celebrity tourism ambassador for Chile in 2014.	2
Prior to the 1993 ban, China used tiger bone, which they believed to have healing powers, to yield tiger wine and traditional Chinese medicines .	2
She represented Greece in triathlon at the 2008 Summer Olympics.	2
The Nagorno-Karabakh Autonomous Oblast voted to secede from Azerbaijan and join Armenia, triggering the Nagorno-Karabakh War.	2
Birmingham then escorted convoy WS-9A from the UK to South Africa arriving on 4 July 1941.	2
Britain requested Daoud's replacement because he has a reputation for corruption, ties to Afghanistan's Opium industry, and ties to the Taliban.	2
Israel has its own Afganistan which is Syria, and its own Iraq, which is Iran.	2
After immigrating to Canada in 1968, Costa continued his senior career playing for Toronto of the Canadian National Soccer League until 1984, becoming the longest serving player in the league and winning a championship with the club.	2
In their first class of the day, Luke is introduced to Mike, Cat and Tank who were Peter's old friends and Jordan, the last person to move to Phoenix.	2
The communist radical group, the Red May, are trying to bring down Japan's economy and take over the government.	2
In 1902 the ship was transferred to the navy of Colombia where it was armed with cannon and served in the Colombian navy as the gunboat Bogota.	2
Japan has a long robotics history and high reputation in the robotics area.	2
Final incorporation of the region into Poland had nothing to do with the Vilnius issue - it was incorporated immediately as Lithuanian troops were pushed out of it (for the second time)in the summer of 1920.	2
Ten days later, the United States designated Jabhat al-Nusra as a foreign terrorist organization, followed by the United Nations Security Council and many other countries.	2
The team has advanced to the second round in all of its appearances, in the process becoming the first team to score mercy rule wins over Cuba and the United States.	2
"Shi Yu Quan has been appointed as new representative of China to the Mister International 2014 because the previous candidate, Daniel Che, was stripped of the title for ""bad attitude""."	2
He became an All Black in 1905, playing against Australia.	2
Israel has its own Afganistan which is Syria, and its own Iraq, which is Iran.	2
Rushchinsky made his debut for USSR on 16 November 1924 in a friendly against Turkey.	2
There were complaints of the way the dog's behavior was described and London followed up on the same theme with The Call of the Wild.	2
At that tournament, Spain defeated Zimbabwe, Philippines, Tonga and Japan to reach the finals, where it lost to Canada.	2
They go to Jordan's house and she discusses with them that she is pregnant.	2
Kaji Abhiman Singh Basnyat was chief of the army of the first unified Nepal.	2
Prior to Australian Federation the island of Tasmania was a colony of the British Empire, and as such was often at war with Britain’s enemies and European rivals, such as France and later Russia.	2
Despite the Australia v England match later receiving Test status, and being the match that triggered the birth of The Ashes, the 1882 match is not considered to be part of The Ashes since it precedes the introduction of the trophy.	2
The resolution was coauthored by France and the United States.	2
Croatia was also a puppet state of Italy from 1941 to 1943.	2
Yugoslavia won, ahead of Romania, Bulgaria, and Albania.	2
Bogota shelled the city of Panama on November 3, 1903 during the secession of Panama from Colombia.	2
Diplomatic missions were signed on October 18, 1979, between Nicaragua and the Soviet Union a few months after the Sandinista revolution.	2
The Olympic torch relay was disrupted in London, Paris and San Francisco by protesters objecting to China's human rights record.	2
Fort Sainte Thérèse is the name given to three different forts built successively on one site, among a series of fortifications constructed during the 17th century by France along the Richelieu River, in the province of Quebec, in Montérégie.	2
He made his debut for Ireland against Australia in 1993 and was then selected for the 1994 ICC Trophy.	2
Britain and Belarus established diplomatic relations in 1992 shortly after Belarus regained independence.	2
In the 2013 World Baseball Classic, Puerto Rico became the second team from Western Hemisphere to advance to the final, eliminating two-time defending world champion Japan in the semifinals before finishing as the event's runners-up.	2
With his increased oil revenues, and with his new vision of Iran as the hegemonic force in the region, a nuclear program became for Shah Pahlavi the symbol of progress and power.	2
Balbo was the only leading Fascist to oppose both anti-Jewish racial laws and Mussolini's alliance with Nazi Germany.	2
His MA thesis was on South Africa's post-apartheid transitional justice mechanisms and how some of those lessons could be applied to post-war Afghanistan.	2
He performed at the Habitat Center, New Delhi on a visit to India.	0
Zalog is a formerly independent settlement in the eastern part of the capital Ljubljana in central Slovenia.	0
Beacon Hill is a neighbourhood located in Beacon Hill-Cyrville Ward in the east end of Ottawa, Ontario, Canada.	0
This marine species occurs in the Indian Ocean (Tanzania, Mascarene Islands) and eastwards as far as Indonesia.	0
There is no road connection to the rest of Norway, even though it is located on the mainland.	0
Cambodia is a country located in South East Asia that has a major problem with landmines, especially in rural areas.	0
Her parents, Matthew and Julia Moore, had come to the United States in 1888 and were living at 32 Monroe Street in Manhattan.	0
Suriname's low population density and abundant natural resources have attracted numerous migrants from neighboring Brazil.	0
Pointe Coupee Parish School Board is a school district headquartered in unincorporated Pointe Coupee Parish, Louisiana, United States.	0
The descriptions of M. slaina ants were based on worker, queen and males collected from various places in Siberia and Kazakhstan.	0
The group was presented to the Prince of Wales, later King Charles I, in 1623 while he was in Spain negotiating a marriage contract, and it soon became the most famous Italian sculpture in England.	0
And there's no such case - they were all Serbs before, and did not belong to one of the peoples of Montenegro.	0
Donald Lu is currently the United States ambassador.	0
When his father died two years later, his mother moved to Buenos Aires, establishing in Balvanera district.	0
The album was then given a final remix in the UK by producer John Brand.	0
The 2012 Community Shield was broadcast live in the United Kingdom on ITV1.	0
Once the abbot went to Italy, the four brothers decided to celebrate, yet they needed some money.	0
This meant a factory could be set up anywhere in India and the transportation of minerals would be subsidised by the central government.	0
Linux Foundation started organizing similar events in Europe and Japan.	0
Airport City Accra is an urban development within the Airport enclave of Accra.	0
"""During a night meeting with Adolf Hitler and Hermann Göring in Berlin on between 14 and 15 of March, 1939 he was threatened with aerial bombardment of Prague and forced to sign a document accepting of incorporation of Bohemia and Moravia into Germany even though he did not consult the parliament beforehand."""	0
Holy Saviour's Cathedral is a former Anglican cathedral in Xicheng District of Beijing, China.	0
Koepenick is an unincorporated community located in the town of Upham, Langlade County, Wisconsin, United States.	0
He lived for most of the last decade of his life in London and frequently travelled between Europe and Canada.	0
At the graduation of the Academy, in 2010, Ekaterine Chitashvili moved to Moldova and was the general company producer Elat Concerts, she was engaged in conducting international music festivals and competitions, television, music projects and producing popular talented bands and moldavian artists.But the main activity for Ekaterine was to enlarge the contacts and affiliates own international concert of MaximuM, a company that today has 13 offices in the Americas, Europe and CIS.	0
He finished only in fortieth place by one point behind New Zealand's Yang Wang from the fourth attempt, for a total score of 571 targets.	0
The Cat Island, part of the Babel Group within the Furneaux Group, is a 39-hectare (96-acre) unpopulated granite island, located in Bass Strait, lying off the east coast of Flinders Island, Tasmania, south of Victoria, in south-eastern Australia.	0
At the time of Federation the very few people who lived in the Northern Territory voted as residents of South Australia.	0
The ship was to be built in China and set sail in late 2016, later postponed to 2018.	0
The township comprises the communities of Beamsville, Campden, Jordan, Jordan Station, Pelham Union, Rockway, Tintern, Vineland and Vineland Station.	0
The Salar de Olaroz is a salt lake in the province of Jujuy in northwestern Argentina, close to the Chile border.	0
Today, it is almost nonexistent in France.	0
"Echoing the Taif Agreement, the resolution ""calls upon all remaining foreign forces to withdraw from Lebanon"" and ""for the disbanding and disarmament of all Lebanese and non-Lebanese militias."""	0
"From the seventies onward, Novarro lived part of the time in Germany, because he considered Europe ""the center of art""."	0
In 2003 he was awarded New Zealand's coach of the year and was nominated again in 2005.	0
Published in United States between 1923 and 1978 with no notice of copyright in original publication, public domain.	0
The year 2007 is the 11th year in the history of the Pride Fighting Championships, a mixed martial arts promotion based in Japan.	0
In 1793, Brunel had to flee the revolution, going to the United States, but Sophia remained in Rouen.	0
S. antipodes is endemic to the waters off eastern Australia and Tasmania.	0
Additionally, Australia's population is highly concentrated in coastal areas, and its important tourism industry depends on the health of the Great Barrier Reef and other fragile ecosystems.	0
Most were selected from shrines that were in the immediate vicinity of Kyoto, the capital of Japan at the time.	0
Italy's architecture almost spans 3,000 years, and has renowned differences in style: from Etruscan and ancient Roman style buildings, to Romanesque, Gothic, Renaissance, Baroque, Rococo, Neoclassical, Empire style, Art Nouveau, Fascism and modern architecture.	0
Borislav Pekić spent his childhood in different cities of Serbia, Montenegro and Croatia.	0
On 5 January 2016, Panetolikos announced that Bejarano would be returning to Bolivia for six months to play for Club Bolívar.	0
Assa Hougoud is a city in central Djibouti.	0
Although her film career didn't take off until she was well into her forties, she is regarded as one of China's most talented female directors.	0
Back in Spain, he served as fiscal of Burgos and as official in the provinces of Navarra, Guipúzcoa and Zaragoza.	0
It has an estimated population of 176,030 in 2014, and the capital and largest city of the state is Terekeka, South Sudan.	0
Gender reassignment surgery has been practised since the 1930s, and available in the United States from 1965.	0
He became chancellor of Sicily in 1343 and legate of Pope Innocent VI in Dauphiné in 1353 and in Germany in 1358.	0
In the mid to late-1930's with the Spanish Civil War and the blackshirts of Oswald Mosley marching through the Jewish getto of the east end of London, Nat and many of his contemporaries chose to join the British Army.	0
It is one of the top booking stations in India according to Indian Railways.	0
She was the first immigrant to the United States to pass through the Ellis Island facility in New York Harbor.	0
He won a gold medal in the individual sprint event at the 1948 Summer Olympics in London.	0
Galantiči is a small settlement south of Kubed in the City Municipality of Koper in the Littoral region of Slovenia.	0
Marcelle Auclair was born 11 November 1899 in Montluçon, central France, and died in Paris on 6 June 1984.	0
For a while the Squadron operated a detached flight at RAF Wick running a regular service to Reykjavík in Iceland using de Havilland DH.91 Albatross aircraft, but when both were lost this was abandoned, the detached flight instead acquiring de Havilland Dominies, which were used to supply remote Scottish communities.	0
This result qualified him to the 2010 Summer Youth Olympics in Singapore.	0
Civita di Bagnoregio is a town in the Province of Viterbo in central Italy, a suburb of the comune of Bagnoregio, 1 kilometre (0.6 miles) east from it.	0
